,id1,id2,func,type,train
10736,3365958,17630907,7,4,1
10737,17630907,20181656,7,4,1
10749,8794510,10606028,7,4,1
10765,8794510,22486940,7,4,1
10767,7327761,8794510,7,4,1
10797,10606028,21100204,7,4,1
10834,8786313,21100204,7,4,1
10858,4860089,5405559,7,4,1
10981,13799349,21273060,7,4,1
10988,13799349,22486940,7,4,1
11014,16123665,21273052,7,4,1
11015,6972162,21273052,7,4,1
11107,13696846,21273056,7,4,1
11141,21273056,22137813,7,4,1
11143,13243880,21273056,7,4,1
11167,1920567,22026286,7,4,1
11183,22026286,22486940,7,4,1
11209,12646326,22026286,7,4,1
11211,6972162,16123665,7,4,1
11227,16123665,22888751,7,4,1
11243,2086684,16123665,7,4,1
11245,13243880,16123665,7,4,1
11266,6972162,15757836,7,4,1
11267,1920567,6972162,7,4,1
11281,6972162,10174628,7,4,1
11289,6972162,10598170,7,4,1
11298,6972162,16375558,7,4,1
11307,3365958,6972162,7,4,1
11340,10598170,13696846,7,4,1
11349,13696846,16375558,7,4,1
11403,6622146,6925921,7,4,1
11405,1920567,6925921,7,4,1
11414,6925921,16064530,7,4,1
11418,6925921,22486940,7,4,1
11429,6925921,11371499,7,4,1
11435,6925921,6963063,7,4,1
11461,8359774,10606028,7,4,1
11491,5405559,15757836,7,4,1
11493,5405559,6480424,7,4,1
11502,5405559,16064530,7,4,1
11563,11371499,18378776,7,4,1
11564,13243880,18378776,7,4,1
11586,6622146,16064530,7,4,1
11595,6622146,7327761,7,4,1
11600,6622146,17630908,7,4,1
11606,6622146,13243880,7,4,1
11663,120983,1920567,7,4,1
11680,1920567,10598170,7,4,1
11713,6480424,10174628,7,4,1
11735,6480424,8054454,7,4,1
11839,120983,11371499,7,4,1
11982,8227164,21273060,7,4,1
12024,8359774,16064530,7,4,1
12137,10174628,21273059,7,4,1
12158,8359774,14132423,7,4,1
12159,8359774,21273059,7,4,1
12176,8359774,20660203,7,4,1
12177,21273051,22486940,7,4,1
12192,8054454,22486940,7,4,1
12202,17630908,21273051,7,4,1
12218,20181656,21273051,7,4,1
12262,3365958,7327761,7,4,1
12291,21273055,21273059,7,4,1
12361,14132423,22137813,7,4,1
12373,14132423,20660203,7,4,1
12387,3365958,21273059,7,4,1
12394,2086684,8786313,7,4,1
12401,2086684,8054454,7,4,1
0,23677183,23677185,26,4,0
0,3803022,12555845,14,0,0
1,3803022,20172700,2,0,0
1,23677183,23677184,26,4,0
2,23677184,23677185,26,4,0
2,3803022,15825818,14,0,0
3,2271360,23677183,26,4,0
3,3803022,13135933,2,0,0
4,3535630,23677183,26,4,0
4,3803022,17933212,14,0,0
5,3811158,23677183,26,4,0
5,3803022,9464856,2,0,0
6,3803022,8094724,14,0,0
6,3278067,23677183,26,4,0
7,3210858,23677183,26,4,0
7,3803022,1595632,2,0,0
8,428867,23677183,26,4,0
8,3803022,7825067,14,0,0
9,2915089,23677183,26,4,0
9,3803022,21672020,2,0,0
10,3398727,23677183,26,4,0
10,3803022,13847750,14,0,0
11,351485,23677183,26,4,0
11,3803022,16902465,2,0,0
12,3803022,18934461,14,0,0
12,2586916,23677183,26,4,0
13,1422508,23677183,26,4,0
13,3803022,23187237,2,0,0
14,3608406,23677185,26,4,0
14,3803022,1432750,14,0,0
15,2271360,23677185,26,4,0
15,3803022,6685506,2,0,0
16,23672254,23677175,20,4,0
16,3803022,23084207,14,0,0
16,556871,23677185,26,4,0
17,3803022,13135923,2,0,0
18,3803022,14425566,14,0,0
18,28840,23677185,26,4,0
19,3803022,12030974,2,0,0
19,3811158,23677185,26,4,0
20,3803022,1661464,14,0,0
20,234006,23677185,26,4,0
21,3803022,6137746,2,0,0
21,3210858,23677185,26,4,0
21,15910370,23677175,20,4,0
22,3803022,12777197,14,0,0
23,3803022,3109532,2,0,0
23,428867,23677185,26,4,0
24,2915089,23677185,26,4,0
24,3803022,3056350,14,0,0
25,1143673,23677185,26,4,0
25,3803022,1078356,2,0,0
26,351485,23677185,26,4,0
26,3803022,22953885,14,0,0
27,3803022,12494726,2,0,0
27,2586916,23677185,26,4,0
28,3803022,10193807,14,0,0
28,2050237,23677185,26,4,0
29,322926,23677185,26,4,0
29,3803022,23307698,2,0,0
30,3803022,11895893,14,0,0
30,1422508,23677185,26,4,0
31,3608406,23677184,26,4,0
31,3803022,21779317,2,0,0
32,3803022,11273886,14,0,0
32,2271360,23677184,26,4,0
33,556871,23677184,26,4,0
33,3803022,18013234,2,0,0
34,3803022,12046298,14,0,0
35,14617132,23677175,20,4,0
35,28840,23677184,26,4,0
35,3803022,17547598,2,0,0
36,3535630,23677184,26,4,0
36,3803022,22328285,14,0,0
37,3811158,23677184,26,4,0
37,3803022,8094722,2,0,0
38,3803022,20692840,14,0,0
38,3278067,23677184,26,4,0
39,3803022,1219194,2,0,0
39,234006,23677184,26,4,0
40,3803022,23573903,14,0,0
40,3210858,23677184,26,4,0
41,3803022,11534714,2,0,0
42,428867,23677184,26,4,0
42,3803022,21093846,14,0,0
43,3803022,159863,2,0,0
43,2915089,23677184,26,4,0
44,1143673,23677184,26,4,0
44,3803022,22576645,14,0,0
45,3398727,23677184,26,4,0
45,3803022,11438623,2,0,0
46,3803022,15149715,14,0,0
46,2586916,23677184,26,4,0
47,3803022,1687013,2,0,0
47,2050237,23677184,26,4,0
48,3803022,19291120,14,0,0
48,322926,23677184,26,4,0
49,1422508,23677184,26,4,0
49,3803022,21770774,2,0,0
50,2271360,3608406,26,4,0
50,3803022,19239351,14,0,0
51,3535630,3608406,26,4,0
51,3803022,8416570,2,0,0
52,3608406,3811158,26,4,0
52,3803022,12970813,14,0,0
53,3803022,7007090,2,0,0
53,3278067,3608406,26,4,0
54,3803022,23273775,14,0,0
54,3210858,3608406,26,4,0
55,428867,3608406,26,4,0
55,3803022,5935176,2,0,0
56,2915089,3608406,26,4,0
56,3803022,6642728,14,0,0
57,3803022,20699694,2,0,0
57,3398727,3608406,26,4,0
58,3803022,23677159,14,0,0
58,351485,3608406,26,4,0
58,489128,23677175,20,4,0
59,3803022,23273776,2,0,0
59,2586916,3608406,26,4,0
60,322926,3608406,26,4,0
60,3803022,9777407,14,0,0
61,3803022,21650383,2,0,0
61,1422508,3608406,26,4,0
62,556871,2271360,26,4,0
62,824556,23677175,20,4,0
62,3803022,22458011,14,0,0
62,22576645,23677161,14,4,0
63,3803022,18724117,2,0,0
64,28840,2271360,26,4,0
64,3803022,20782631,14,0,0
65,2271360,3535630,26,4,0
65,3803022,11273888,2,0,0
66,3803022,19237529,14,0,0
66,2271360,3811158,26,4,0
67,3803022,17306948,2,0,0
67,2271360,3278067,26,4,0
67,6119301,23677175,20,4,0
68,3803022,23347277,14,0,0
68,234006,2271360,26,4,0
69,2271360,3210858,26,4,0
69,3803022,4990086,2,0,0
70,3803022,19849732,14,0,0
70,2159732,23677175,20,4,0
71,7352931,23677175,20,4,0
71,428867,2271360,26,4,0
71,3803022,3287279,2,0,0
72,3803022,12588156,14,0,0
72,2271360,2915089,26,4,0
73,1143673,2271360,26,4,0
73,3803022,12576759,2,0,0
74,3803022,1005094,14,0,0
74,2271360,3398727,26,4,0
75,351485,2271360,26,4,0
75,3803022,14637202,2,0,0
76,7346182,23677175,20,4,0
76,2271360,2586916,26,4,0
76,3803022,18587310,14,0,0
77,3803022,17221035,2,0,0
77,2050237,2271360,26,4,0
78,322926,2271360,26,4,0
78,3803022,11956028,14,0,0
79,3803022,2078291,2,0,0
79,1422508,2271360,26,4,0
80,3803022,22576643,14,0,0
80,349937,23677175,20,4,0
81,28840,556871,26,4,0
81,3803022,22339287,2,0,0
82,556871,3535630,26,4,0
82,3803022,12018805,14,0,0
83,556871,3811158,26,4,0
83,3803022,16075438,2,0,0
83,18745035,23677161,14,4,0
84,556871,3278067,26,4,0
84,3803022,19312329,14,0,0
85,3803022,6771823,2,0,0
85,234006,556871,26,4,0
86,3803022,8853764,14,0,0
86,556871,3210858,26,4,0
87,3803022,12055039,2,0,0
88,3803022,23677160,14,0,0
88,428867,556871,26,4,0
89,3803022,20152107,2,0,0
89,556871,2915089,26,4,0
90,556871,3398727,26,4,0
90,3803022,13847748,14,0,0
91,351485,556871,26,4,0
91,3803022,9312949,2,0,0
92,556871,2586916,26,4,0
92,3803022,5331465,14,0,0
93,3803022,8217672,2,0,0
93,556871,2050237,26,4,0
94,3803022,13445592,14,0,0
94,779831,23677175,20,4,0
94,556871,1422508,26,4,0
95,3803022,5631483,2,0,0
96,3803022,757691,14,0,0
97,3803022,6824302,2,0,0
98,3803022,12018823,14,0,0
99,3803022,20836698,2,0,0
100,3803022,18745035,14,0,0
101,3803022,13445591,2,0,0
102,3803022,21796885,14,0,0
103,3803022,6080010,2,0,0
104,3803022,2555909,14,0,0
105,28840,3535630,26,4,0
105,3803022,12404633,2,0,0
106,28840,3811158,26,4,0
106,3803022,19215100,14,0,0
107,28840,3278067,26,4,0
107,3803022,17878789,2,0,0
108,28840,3210858,26,4,0
108,3803022,1005093,14,0,0
109,8722827,23677175,20,4,0
109,3803022,18112951,2,0,0
109,28840,428867,26,4,0
110,3803022,21808491,14,0,0
110,28840,2915089,26,4,0
111,3803022,8739382,2,0,0
111,28840,3398727,26,4,0
112,28840,351485,26,4,0
112,3803022,9304127,14,0,0
112,6905699,23677175,20,4,0
113,28840,2586916,26,4,0
113,3803022,21006514,2,0,0
114,3803022,11387518,14,0,0
114,28840,1422508,26,4,0
115,3803022,13218990,2,0,0
115,3535630,3811158,26,4,0
116,234006,3535630,26,4,0
116,3803022,15185345,14,0,0
117,3210858,3535630,26,4,0
117,3803022,18799599,2,0,0
117,10062151,23677175,20,4,0
118,3803022,21808490,14,0,0
118,377032,23677175,20,4,0
119,3803022,12004086,2,0,0
119,428867,3535630,26,4,0
120,3803022,21388677,14,0,0
120,2915089,3535630,26,4,0
121,3803022,14867797,2,0,0
121,1143673,3535630,26,4,0
122,3803022,6519458,14,0,0
122,351485,3535630,26,4,0
123,17901739,23677113,2,4,0
123,3803022,22211156,2,0,0
123,2586916,3535630,26,4,0
124,2050237,3535630,26,4,0
124,8401284,23677175,20,4,0
124,3803022,2264195,14,0,0
125,322926,3535630,26,4,0
125,3803022,1894837,2,0,0
126,3803022,17989082,14,0,0
126,1422508,3535630,26,4,0
127,3278067,3811158,26,4,0
127,3803022,23375904,2,0,0
128,3803022,19223875,14,0,0
128,234006,3811158,26,4,0
129,3803022,8089386,2,0,0
129,3210858,3811158,26,4,0
130,3803022,12970812,14,0,0
131,428867,3811158,26,4,0
131,3803022,17052546,2,0,0
132,3803022,14919038,14,0,0
132,2915089,3811158,26,4,0
133,3803022,15677987,2,0,0
133,1143673,3811158,26,4,0
133,448077,23677175,20,4,0
134,3398727,3811158,26,4,0
134,3803022,17873479,14,0,0
135,351485,3811158,26,4,0
135,3803022,23347274,2,0,0
136,2586916,3811158,26,4,0
136,3803022,14519292,14,0,0
137,3803022,22896845,2,0,0
137,2050237,3811158,26,4,0
138,322926,3811158,26,4,0
138,3803022,2417611,14,0,0
139,1422508,3811158,26,4,0
139,3803022,22328284,2,0,0
140,3803022,23107698,14,0,0
140,234006,3278067,26,4,0
141,3210858,3278067,26,4,0
141,3803022,1512641,2,0,0
142,3803022,8416572,14,0,0
143,3803022,16335027,2,0,0
143,15471725,23677175,20,4,0
143,428867,3278067,26,4,0
144,3803022,23462780,14,0,0
144,2915089,3278067,26,4,0
145,1143673,3278067,26,4,0
145,3803022,8355906,2,0,0
146,351485,3278067,26,4,0
146,3803022,21558163,14,0,0
146,18897847,23677175,20,4,0
147,2586916,3278067,26,4,0
147,3803022,8547390,2,0,0
148,2050237,3278067,26,4,0
148,3803022,13704386,14,0,0
149,3803022,23677161,2,0,0
149,322926,3278067,26,4,0
150,3803022,11847415,14,0,0
150,1422508,3278067,26,4,0
151,3803022,23553481,2,0,0
151,234006,3210858,26,4,0
152,234006,428867,26,4,0
152,3803022,22236591,14,0,0
153,234006,2915089,26,4,0
153,3803022,19846905,2,0,0
154,234006,3398727,26,4,0
154,3803022,2622925,14,0,0
155,3803022,1687077,2,0,0
155,234006,351485,26,4,0
156,3803022,13847747,14,0,0
156,234006,2586916,26,4,0
157,234006,1422508,26,4,0
157,3803022,12020165,2,0,0
158,3803022,2577012,14,0,0
159,3803022,9582031,2,0,0
159,1143673,3210858,26,4,0
160,3803022,20280269,14,0,0
160,4328783,23677175,20,4,0
160,3210858,3398727,26,4,0
161,3803022,13203031,2,0,0
161,351485,3210858,26,4,0
162,3803022,151103,14,0,0
162,2050237,3210858,26,4,0
162,4766433,23677175,20,4,0
163,322926,3210858,26,4,0
163,3803022,1488689,2,0,0
164,3803022,12196283,14,0,0
164,1422508,3210858,26,4,0
165,3803022,20299424,2,0,0
166,3803022,6395519,14,0,0
167,6494291,23677175,20,4,0
167,3803022,20103855,2,0,0
168,3803022,20472549,14,0,0
169,3803022,13847749,2,0,0
170,3803022,19327898,14,0,0
171,3803022,12332825,2,0,0
171,428867,2915089,26,4,0
172,428867,1143673,26,4,0
172,3803022,3865956,14,0,0
173,428867,3398727,26,4,0
173,4973099,23677175,20,4,0
173,3803022,9756189,2,0,0
174,3803022,22166031,14,0,0
174,351485,428867,26,4,0
175,428867,2050237,26,4,0
175,3803022,6824299,2,0,0
176,322926,428867,26,4,0
176,3803022,1687088,14,0,0
177,3803022,15150446,2,0,0
177,428867,1422508,26,4,0
178,3803022,9582032,14,0,0
178,1143673,2915089,26,4,0
178,17484947,23677175,20,4,0
179,3803022,6789781,2,0,0
179,2915089,3398727,26,4,0
180,351485,2915089,26,4,0
180,3803022,3056352,14,0,0
181,2050237,2915089,26,4,0
181,3803022,14431190,2,0,0
182,322926,2915089,26,4,0
182,3803022,17306945,14,0,0
183,3803022,22458177,2,0,0
183,1422508,2915089,26,4,0
184,3803022,19586170,14,0,0
184,1143673,3398727,26,4,0
185,351485,1143673,26,4,0
185,3803022,20203799,2,0,0
186,1143673,2586916,26,4,0
186,3803022,16145536,14,0,0
187,3803022,15437686,2,0,0
187,1143673,1422508,26,4,0
188,3803022,19349064,14,0,0
188,351485,3398727,26,4,0
189,17484945,23677175,20,4,0
189,3803022,17857162,2,0,0
189,2586916,3398727,26,4,0
190,3803022,21090611,14,0,0
190,2050237,3398727,26,4,0
191,322926,3398727,26,4,0
191,3803022,4081466,2,0,0
192,1422508,3398727,26,4,0
192,3803022,15687207,14,0,0
193,3803022,3551714,2,0,0
193,351485,2586916,26,4,0
194,3803022,6425548,14,0,0
194,351485,2050237,26,4,0
195,322926,351485,26,4,0
195,3803022,21650382,2,0,0
196,3803022,9756188,14,0,0
196,351485,1422508,26,4,0
197,3803022,22551245,2,0,0
197,2050237,2586916,26,4,0
198,3803022,22420472,14,0,0
198,322926,2586916,26,4,0
199,1422508,2586916,26,4,0
199,3803022,15381586,2,0,0
200,1422508,2050237,26,4,0
200,3803022,11503532,14,0,0
201,3803022,10408425,2,0,0
202,889055,23677175,20,4,0
202,3803022,12628208,14,0,0
203,3803022,14163936,2,0,0
204,3803022,19604413,14,0,0
205,3803022,16337942,2,0,0
206,3803022,3386430,14,0,0
207,241891,23677175,20,4,0
207,3803022,12030975,2,0,0
208,3803022,19853680,14,0,0
209,3803022,21015768,2,0,0
210,3803022,19231952,14,0,0
211,3803022,6026789,2,0,0
212,3803022,9118217,14,0,0
213,3803022,4683711,2,0,0
214,3803022,16818652,14,0,0
215,3803022,22079918,2,0,0
216,3803022,20856866,14,0,0
217,3803022,18434456,2,0,0
218,3803022,18338947,14,0,0
219,3803022,18799600,2,0,0
220,3803022,14163937,14,0,0
221,3803022,15180725,2,0,0
222,3803022,18690714,14,0,0
223,3803022,10193805,2,0,0
224,3803022,1154761,14,0,0
225,3803022,23677158,2,0,0
226,3803022,16588114,14,0,0
227,3803022,6824300,2,0,0
228,3803022,7916380,14,0,0
229,3803022,3160224,2,0,0
230,3803022,15428863,14,0,0
231,3803022,2283613,2,0,0
232,3803022,22443179,14,0,0
233,3803022,23107697,2,0,0
234,3803022,23506572,14,0,0
235,3803022,17306947,2,0,0
236,3803022,20005165,14,0,0
237,3803022,23553480,2,0,0
238,3803022,3298481,14,0,0
239,3803022,8888421,2,0,0
240,3803022,15437687,14,0,0
241,3803022,18272676,2,0,0
242,3803022,6824301,14,0,0
243,3803022,19594031,2,0,0
244,3803022,10963701,14,0,0
245,3803022,17349227,2,0,0
246,3803022,15638782,14,0,0
247,3803022,21650385,2,0,0
248,3803022,22473839,14,0,0
249,3803022,20856867,2,0,0
250,3803022,1563515,14,0,0
251,3803022,17549022,2,0,0
252,3803022,15180724,14,0,0
253,3803022,19645139,2,0,0
254,3803022,1154760,14,0,0
255,3803022,12339573,2,0,0
256,3803022,5935174,14,0,0
257,3803022,7555740,2,0,0
258,3803022,11058123,14,0,0
259,3803022,16699355,2,0,0
260,3803022,16222973,14,0,0
261,3803022,18434457,2,0,0
262,3803022,9662693,14,0,0
263,3803022,21892429,2,0,0
264,3803022,3287280,14,0,0
265,3803022,16750351,2,0,0
266,3803022,2593267,14,0,0
267,3803022,9519321,2,0,0
268,3803022,5776558,14,0,0
269,3803022,21489797,2,0,0
270,3803022,13861563,14,0,0
271,3803022,2091145,2,0,0
272,14038176,12555845,14,0,0
273,14038176,20172700,2,0,0
274,14038176,15825818,14,0,0
275,14038176,13135933,2,0,0
276,14038176,17933212,14,0,0
277,14038176,9464856,2,0,0
278,14038176,8094724,14,0,0
279,14038176,1595632,2,0,0
280,14038176,7825067,14,0,0
281,14038176,21672020,2,0,0
282,14038176,13847750,14,0,0
283,14038176,16902465,2,0,0
284,14038176,18934461,14,0,0
285,14038176,23187237,2,0,0
286,14038176,1432750,14,0,0
287,14038176,6685506,2,0,0
288,14038176,23084207,14,0,0
289,14038176,13135923,2,0,0
290,14038176,14425566,14,0,0
291,14038176,12030974,2,0,0
292,14038176,1661464,14,0,0
293,14038176,6137746,2,0,0
294,14038176,12777197,14,0,0
295,14038176,3109532,2,0,0
296,14038176,3056350,14,0,0
297,14038176,1078356,2,0,0
298,14038176,22953885,14,0,0
299,14038176,12494726,2,0,0
300,14038176,10193807,14,0,0
301,14038176,23307698,2,0,0
302,14038176,11895893,14,0,0
303,14038176,21779317,2,0,0
304,14038176,11273886,14,0,0
305,14038176,18013234,2,0,0
306,14038176,12046298,14,0,0
307,14038176,17547598,2,0,0
308,14038176,22328285,14,0,0
309,14038176,8094722,2,0,0
310,14038176,20692840,14,0,0
311,14038176,1219194,2,0,0
312,14038176,23573903,14,0,0
313,14038176,11534714,2,0,0
314,14038176,21093846,14,0,0
315,14038176,159863,2,0,0
316,14038176,22576645,14,0,0
317,14038176,11438623,2,0,0
318,14038176,15149715,14,0,0
319,14038176,1687013,2,0,0
320,14038176,19291120,14,0,0
321,14038176,21770774,2,0,0
322,14038176,19239351,14,0,0
323,14038176,8416570,2,0,0
324,14038176,12970813,14,0,0
325,14038176,7007090,2,0,0
326,14038176,23273775,14,0,0
327,14038176,5935176,2,0,0
328,14038176,6642728,14,0,0
329,14038176,20699694,2,0,0
330,14038176,23677159,14,0,0
331,14038176,23273776,2,0,0
332,14038176,9777407,14,0,0
333,3803022,15471725,20,0,0
334,3803022,7352931,2,0,0
335,3803022,18897847,20,0,0
336,3803022,448077,2,0,0
337,3803022,8722827,20,0,0
338,3803022,8766039,2,0,0
339,3803022,4766433,20,0,0
340,3803022,7346182,2,0,0
341,3803022,824556,20,0,0
342,3803022,377032,2,0,0
343,3803022,6494291,20,0,0
344,3803022,4973099,2,0,0
345,3803022,2159732,20,0,0
346,3803022,14617132,2,0,0
347,3803022,6119301,20,0,0
348,3803022,489128,2,0,0
349,3803022,4328783,20,0,0
350,3803022,349937,2,0,0
351,3803022,779831,20,0,0
352,3803022,17484945,2,0,0
353,3803022,23677175,20,0,0
354,3803022,23672254,2,0,0
355,3803022,17484947,20,0,0
356,3803022,8401284,2,0,0
357,3803022,6905699,20,0,0
358,3803022,241891,2,0,0
359,3803022,889055,20,0,0
360,3803022,15910370,2,0,0
361,3803022,10062151,20,0,0
362,14038176,15471725,2,0,0
363,14038176,7352931,20,0,0
364,14038176,18897847,2,0,0
365,14038176,448077,20,0,0
366,14038176,8722827,2,0,0
367,14038176,8766039,20,0,0
368,14038176,4766433,2,0,0
369,14038176,7346182,20,0,0
370,14038176,824556,2,0,0
371,14038176,377032,20,0,0
372,14038176,6494291,2,0,0
373,14038176,4973099,20,0,0
374,14038176,2159732,2,0,0
375,14038176,14617132,20,0,0
376,14038176,6119301,2,0,0
377,14038176,489128,20,0,0
378,14038176,4328783,2,0,0
379,14038176,349937,20,0,0
380,14038176,779831,2,0,0
381,14038176,17484945,20,0,0
382,14038176,23677175,2,0,0
383,14038176,23672254,20,0,0
384,14038176,17484947,2,0,0
385,14038176,8401284,20,0,0
386,14038176,6905699,2,0,0
387,14038176,241891,20,0,0
388,14038176,889055,2,0,0
389,14038176,15910370,20,0,0
390,14038176,10062151,2,0,0
391,678400,15471725,20,0,0
392,678400,7352931,2,0,0
393,678400,18897847,20,0,0
394,678400,448077,2,0,0
395,678400,8722827,20,0,0
396,678400,8766039,2,0,0
397,678400,4766433,20,0,0
398,678400,7346182,2,0,0
399,678400,824556,20,0,0
400,678400,377032,2,0,0
401,678400,6494291,20,0,0
402,678400,4973099,2,0,0
403,678400,2159732,20,0,0
404,678400,14617132,2,0,0
405,678400,6119301,20,0,0
406,678400,489128,2,0,0
407,678400,4328783,20,0,0
408,678400,349937,2,0,0
409,678400,779831,20,0,0
410,678400,17484945,2,0,0
411,678400,23677175,20,0,0
412,678400,23672254,2,0,0
413,678400,17484947,20,0,0
414,678400,8401284,2,0,0
415,678400,6905699,20,0,0
416,678400,241891,2,0,0
417,678400,889055,20,0,0
418,678400,15910370,2,0,0
419,678400,10062151,20,0,0
420,15734479,15471725,2,0,0
421,15734479,7352931,20,0,0
422,15734479,18897847,2,0,0
423,15734479,448077,20,0,0
424,15734479,8722827,2,0,0
425,15734479,8766039,20,0,0
426,15734479,4766433,2,0,0
427,15734479,7346182,20,0,0
428,15734479,824556,2,0,0
429,15734479,377032,20,0,0
430,15734479,6494291,2,0,0
431,15734479,4973099,20,0,0
432,15734479,2159732,2,0,0
433,15734479,14617132,20,0,0
434,15734479,6119301,2,0,0
435,15734479,489128,20,0,0
436,15734479,4328783,2,0,0
437,15734479,349937,20,0,0
438,15734479,779831,2,0,0
439,15734479,17484945,20,0,0
440,15734479,23677175,2,0,0
441,15734479,23672254,20,0,0
442,15734479,17484947,2,0,0
443,15734479,8401284,20,0,0
444,15734479,6905699,2,0,0
445,15734479,241891,20,0,0
446,15734479,889055,2,0,0
447,15734479,15910370,20,0,0
448,15734479,10062151,2,0,0
449,20077101,15471725,20,0,0
450,20077101,7352931,2,0,0
451,20077101,18897847,20,0,0
452,20077101,448077,2,0,0
453,20077101,8722827,20,0,0
454,20077101,8766039,2,0,0
455,20077101,4766433,20,0,0
456,20077101,7346182,2,0,0
457,20077101,824556,20,0,0
458,20077101,377032,2,0,0
459,20077101,6494291,20,0,0
460,20077101,4973099,2,0,0
461,20077101,2159732,20,0,0
462,20077101,14617132,2,0,0
463,20077101,6119301,20,0,0
464,20077101,489128,2,0,0
465,20077101,4328783,20,0,0
466,20077101,349937,2,0,0
467,20077101,779831,20,0,0
468,20077101,17484945,2,0,0
469,20077101,23677175,20,0,0
470,20077101,23672254,2,0,0
471,20077101,17484947,20,0,0
472,20077101,8401284,2,0,0
473,20077101,6905699,20,0,0
474,20077101,241891,2,0,0
475,20077101,889055,20,0,0
476,20077101,15910370,2,0,0
477,20077101,10062151,20,0,0
478,5753321,15471725,2,0,0
479,5753321,7352931,20,0,0
480,5753321,18897847,2,0,0
481,5753321,448077,20,0,0
482,5753321,8722827,2,0,0
483,5753321,8766039,20,0,0
484,5753321,4766433,2,0,0
485,5753321,7346182,20,0,0
486,5753321,824556,2,0,0
487,5753321,377032,20,0,0
488,1894837,23677160,14,4,0
488,5753321,6494291,2,0,0
489,5753321,4973099,20,0,0
490,5753321,2159732,2,0,0
491,5753321,14617132,20,0,0
492,5753321,6119301,2,0,0
493,5753321,489128,20,0,0
494,5753321,4328783,2,0,0
495,5753321,349937,20,0,0
496,5753321,779831,2,0,0
497,5753321,17484945,20,0,0
498,5753321,23677175,2,0,0
499,5753321,23672254,20,0,0
500,5753321,17484947,2,0,0
501,5753321,8401284,20,0,0
502,5753321,6905699,2,0,0
503,5753321,241891,20,0,0
504,5753321,889055,2,0,0
505,5753321,15910370,20,0,0
506,5753321,10062151,2,0,0
507,23677113,15471725,20,0,0
508,23677113,7352931,2,0,0
509,23677113,18897847,20,0,0
510,23677113,448077,2,0,0
511,23677113,8722827,20,0,0
512,23677113,8766039,2,0,0
513,23677113,4766433,20,0,0
514,23677113,7346182,2,0,0
515,23677113,824556,20,0,0
516,23677113,377032,2,0,0
517,23677113,6494291,20,0,0
518,23677113,4973099,2,0,0
519,23677113,2159732,20,0,0
520,23677113,14617132,2,0,0
521,23677113,6119301,20,0,0
522,23677113,489128,2,0,0
523,23677113,4328783,20,0,0
524,23677113,349937,2,0,0
524,19215100,23677160,14,4,0
525,23677113,779831,20,0,0
526,23677113,17484945,2,0,0
527,23677113,23677175,20,0,0
528,23677113,23672254,2,0,0
529,23677113,17484947,20,0,0
530,23677113,8401284,2,0,0
531,23677113,6905699,20,0,0
532,23677113,241891,2,0,0
533,23677113,889055,20,0,0
534,23677113,15910370,2,0,0
535,23677113,10062151,20,0,0
536,22222255,15471725,2,0,0
537,22222255,7352931,20,0,0
538,22222255,18897847,2,0,0
539,22222255,448077,20,0,0
540,22222255,8722827,2,0,0
541,22222255,8766039,20,0,0
542,22222255,4766433,2,0,0
543,22222255,7346182,20,0,0
544,22222255,824556,2,0,0
545,22222255,377032,20,0,0
546,22222255,6494291,2,0,0
547,22222255,4973099,20,0,0
548,22222255,2159732,2,0,0
549,22222255,14617132,20,0,0
550,22222255,6119301,2,0,0
551,22222255,489128,20,0,0
552,22222255,4328783,2,0,0
553,22222255,349937,20,0,0
554,22222255,779831,2,0,0
555,22222255,17484945,20,0,0
556,22222255,23677175,2,0,0
557,22222255,23672254,20,0,0
558,22222255,17484947,2,0,0
559,22222255,8401284,20,0,0
560,22222255,6905699,2,0,0
561,22222255,241891,20,0,0
562,22222255,889055,2,0,0
563,22222255,15910370,20,0,0
564,22222255,10062151,2,0,0
565,17019839,15471725,20,0,0
566,17019839,7352931,2,0,0
567,17019839,18897847,20,0,0
568,17019839,448077,2,0,0
569,17019839,8722827,20,0,0
570,17019839,8766039,2,0,0
571,17019839,4766433,20,0,0
572,17019839,7346182,2,0,0
573,17019839,824556,20,0,0
574,17019839,377032,2,0,0
575,17019839,6494291,20,0,0
576,17019839,4973099,2,0,0
577,17019839,2159732,20,0,0
578,17019839,14617132,2,0,0
579,17019839,6119301,20,0,0
580,17019839,489128,2,0,0
581,17019839,4328783,20,0,0
582,17019839,349937,2,0,0
583,17019839,779831,20,0,0
584,17019839,17484945,2,0,0
585,17019839,23677175,20,0,0
586,17019839,23672254,2,0,0
587,17019839,17484947,20,0,0
588,17019839,8401284,2,0,0
589,17019839,6905699,20,0,0
590,17019839,241891,2,0,0
591,17019839,889055,20,0,0
592,17019839,15910370,2,0,0
593,17019839,10062151,20,0,0
594,5770148,15471725,2,0,0
594,17547598,23677160,14,4,0
595,5770148,7352931,20,0,0
596,5770148,18897847,2,0,0
597,5770148,448077,20,0,0
598,5770148,8722827,2,0,0
599,5770148,8766039,20,0,0
600,5770148,4766433,2,0,0
601,5770148,7346182,20,0,0
602,5770148,824556,2,0,0
603,5770148,377032,20,0,0
604,5770148,6494291,2,0,0
605,5770148,4973099,20,0,0
606,5770148,2159732,2,0,0
607,5770148,14617132,20,0,0
608,5770148,6119301,2,0,0
